ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005006347932831,https://ae-pic-a1.aliexpress-media.com/kf/S23dfc29f47e844409f81abb2cc1bfa84O.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2676144142/p/1/e/6/t/10301/1100201503095.mp4,Heart   Letter Print Nightdress  Casual Round Neck Spaghetti Strap Sleep Dress  Women's Sleepwear   Dresses,UGX 77619,UGX 36743,52%,UGX,7.0,UGX 2572,7.0,UGX 2572,1184,93.3%,https://s.click.aliexpress.com/e/_c4o95zyd,,,,,,
1005009911948691,https://ae-pic-a1.aliexpress-media.com/kf/Sfa85c9e0b697471e9c0817090e98f2fbR.png,,LAXASFIT New Men's Smart Watch LED Flashlight Outdoor Sports Smart Watch Wristwatch Health Monitoring Smart Watch,UGX 88343,UGX 38572,56%,UGX,7.0,UGX 2700,7.0,UGX 2700,6332,86.7%,https://s.click.aliexpress.com/e/_c31IXEc1,,,,,,
1005009014734860,https://ae-pic-a1.aliexpress-media.com/kf/S3a193a5a25c442d0a9b020d903b884c6y.jpg,,Night Vision Glasses PC Frame Polarized Sunglasses Men Outdoor Sport Sun Glasses Day Night Vision Driver Night Glasses Goggles,UGX 43101,UGX 19050,55%,UGX,18.0,UGX 3429,18.0,UGX 3429,9117,84.5%,https://s.click.aliexpress.com/e/_c4pamYWd,,,,,,
1005006923559036,https://ae-pic-a1.aliexpress-media.com/kf/Se118a8ef32564d4e970a3a4e72a2a072v.jpg,,"NNBILI 100W USB C 120W USB A charging cables with LED display screen, USB C=C-C，USB A=A-C,not for Xiaomi iPhone Samsung",UGX 47479,UGX 21197,55%,UGX,9.0,UGX 1908,9.0,UGX 1908,33607,92.7%,https://s.click.aliexpress.com/e/_c4cbTKM1,,,,,,
1005007756513720,https://ae-pic-a1.aliexpress-media.com/kf/S54e1f362fd3046139c73ed299f9f824dG.jpg,,100% Natural Mulberry Silk Pillow Case Real Silk Protect Hair Skin Pillowcase Any Size Customized Bedding Pillow Cases Cover,UGX 52088,UGX 23458,54%,UGX,7.0,UGX 1642,7.0,UGX 1642,19123,92.0%,https://s.click.aliexpress.com/e/_c3mUbcop,,,,,,
1005008359205845,https://ae-pic-a1.aliexpress-media.com/kf/Sfef2cd4c7fec4e2fb797237f4502faadl.jpg,,Car Seat Gap Filler Side Seam Plug Strip Leak-proof Filling Strip For All Car Model Wallet Phone Holder Car Accessories,UGX 73731,UGX 34060,53%,UGX,9.0,UGX 3065,9.0,UGX 3065,44396,89.2%,https://s.click.aliexpress.com/e/_c2RB6oEN,,,,,,
1005008461157173,https://ae-pic-a1.aliexpress-media.com/kf/Sda59c617b6514786a143feb340f26a2fm.jpg,,2026 women's sexy lace lace camisole vest shorts sleepwear women's slim fit two-piece home outfit new product pink coffee blue,UGX 88856,UGX 4090,95%,UGX,7.0,UGX 286,7.0,UGX 286,17925,94.0%,https://s.click.aliexpress.com/e/_c3l0Qiop,,,,,,
1005007523157773,https://ae-pic-a1.aliexpress-media.com/kf/S8966345ef611456cb5d66169e707f6a9t.jpg,,11pcs Women's High-end Frosted Clip Set Women's Back Head Hair Shark Clip Headwear,UGX 94028,UGX 44948,52%,UGX,18.0,UGX 8091,18.0,UGX 8091,26632,95.2%,https://s.click.aliexpress.com/e/_c3M6KcNb,,,,,,
1005004239746517,https://ae-pic-a1.aliexpress-media.com/kf/Sdfcff8d88e564f3cb3e64798e4ecf081h.jpg,,Vumpach Fast usb c type c cable Fast Charging Data Cord Charger usb cable c For Samsung s21 s20 A51 xiaomi mi 10 redmi note 9s 8,UGX 24786,UGX 22390,9%,UGX,4.0,UGX 896,9.0,UGX 2015,3708,94.2%,https://s.click.aliexpress.com/e/_c4Nwmq8t,,,,,,
1005005135154161,https://ae-pic-a1.aliexpress-media.com/kf/S705b7df48f904ebca68083aa0496a20bI.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2211520876262/p/1/e/6/t/10301/326444579944.mp4,Sewing Kits DIY Multi-function Sewing Box Set for Hand Quilting Stitching Embroidery Thread Sewing Accessories Sewing Kits,UGX 66908,UGX 31388,53%,UGX,7.0,UGX 2197,7.0,UGX 2197,12727,93.5%,https://s.click.aliexpress.com/e/_c3J7NEnr,,,,,,
1005005691551583,https://ae-pic-a1.aliexpress-media.com/kf/S2f6e009f019a4939bf1613806dbd87e00.jpg,,SATA to USB 3.0 / 2.0 Cable Up to 6 Gbps for 2.5 Inch External HDD SSD Hard Drive SATA 3 22 Pin Adapter USB 3.0 to Sata III Cord,UGX 43762,UGX 19375,55%,UGX,3.0,UGX 581,3.0,UGX 581,34007,93.4%,https://s.click.aliexpress.com/e/_c4Lw3Zy5,,,,,,
1005006412847837,https://ae-pic-a1.aliexpress-media.com/kf/S6e3416ec69754c9abbd97b07b4078cbfd.png,,Wireless WiFi Repeater 300Mbps WiFi Extender Amplifier Booster Router 802.11N WPS Long Range 7 Status Light WiFi Repeater for PC,UGX 72936,UGX 34402,52%,UGX,7.0,UGX 2408,7.0,UGX 2408,4592,90.3%,https://s.click.aliexpress.com/e/_c3VA9gwd,,,,,,
1005007107828823,https://ae-pic-a1.aliexpress-media.com/kf/H38da712eda8f4be7bfe7ca41e20349a19.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2211195287335/p/1/e/6/t/10301/306685790854.mp4,Kids Clothes Set Baby Boy/Girl T-Shirt + Shorts Summer Clothing Cotton Cartoon Casual Boys Tracksuit Children Baby Clothes Set,UGX 67605,UGX 31737,53%,UGX,7.0,UGX 2222,7.0,UGX 2222,4586,92.8%,https://s.click.aliexpress.com/e/_c3gtzusp,,,,,,
1005011748828850,https://ae-pic-a1.aliexpress-media.com/kf/S868275ccbfb14da5acffc066504e65a30.jpg,,Stylish Cat Eye Photochromic Myopia Glasses Women Shining Fashionable Color Changing Glasses Elegant Near Sight Eyewear for Men,UGX 25042,UGX 17528,30%,UGX,7.0,UGX 1227,7.0,UGX 1227,26,96.0%,https://s.click.aliexpress.com/e/_c32H4z49,,,,,,
1005005748209510,https://ae-pic-a1.aliexpress-media.com/kf/S0634bc2cb9174db4a3106407d359d98aC.jpg,,For R1250GS ADV R1200GS LC R1200RT S1000RR S1000XR C600 C650GT F750GS F850GS R NINE T K1600GTL M5 Fairing Stainless Steel Screws,UGX 37138,UGX 35072,5%,UGX,8.0,UGX 2806,7.0,UGX 2455,831,97.5%,https://s.click.aliexpress.com/e/_c4kSjZMH,,,,,,
1005005788112522,https://ae-pic-a1.aliexpress-media.com/kf/Sea643ab0f6ab46f9b1010d591e6f42b6O.jpg,,"Women's elastic and elastic woven belt in one outfit, casual and versatile denim belt for men and women",UGX 56527,UGX 25635,54%,UGX,18.0,UGX 4614,18.0,UGX 4614,6783,86.9%,https://s.click.aliexpress.com/e/_c3mWAudT,,,,,,
1005005777830678,https://ae-pic-a1.aliexpress-media.com/kf/Sa93cf584fdd342fb9504757c78f6488cD.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2671249995/p/1/e/6/t/10301/1100177974080.mp4,Anti-blue Light Reading Glasses Ultralight TR90 Sport Presbyopia Eyeglasses Women Men Far Sight Optical Eyewear Diopters To +4.0,UGX 47161,UGX 21044,55%,UGX,18.0,UGX 3788,18.0,UGX 3788,10981,90.5%,https://s.click.aliexpress.com/e/_c3ofsHWh,,,,,,
1005007043908778,https://ae-pic-a1.aliexpress-media.com/kf/Sa219b54be5f046aab538bdfd09785768z.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2207265748858/p/1/e/6/t/10301/302061969778.mp4,LIGE 2026 Smart Watch Women Men Ladies Gift Sport Fitness Men Watches Heart Rate Monitor Waterproof Smartwatch For Android IOS,UGX 157305,UGX 75015,52%,UGX,7.0,UGX 5251,7.0,UGX 5251,3685,91.7%,https://s.click.aliexpress.com/e/_c4lXDYmN,,,,,,
1005007274435557,https://ae-pic-a1.aliexpress-media.com/kf/S0c55c0f3068b466c989e4780b7d57b6b5.jpg,,Multi-function glass wiper home window cleaning brush sprayer cleaning soap cleaning brush home automotive rubber brush,UGX 57212,UGX 4090,92%,UGX,7.0,UGX 286,7.0,UGX 286,23103,92.8%,https://s.click.aliexpress.com/e/_c3jSmCOH,,,,,,
1005001364264793,https://ae-pic-a1.aliexpress-media.com/kf/S7203107ef730486fa40cb60e49357969r.jpg,,10-20Set/Lot Gold Color OT Toggle Clasps Hooks Jewelry Lock Connectors For DIY Bracelet&Necklace Jewelry Making Accessories,UGX 23712,UGX 23712,0%,UGX,7.0,UGX 1660,7.0,UGX 1660,217,96.1%,https://s.click.aliexpress.com/e/_c36hNaCD,,,,,,
1005009277548150,https://ae-pic-a1.aliexpress-media.com/kf/Sfede3953b11442a5afb34880f82dbfa4Y.jpg,,S109 Wireless Bluetooth Universal Hook Earphone Sports Business Single Ear Headset Handsfree Headphones with Mic,UGX 23428,UGX 23428,0%,UGX,7.0,UGX 1640,7.0,UGX 1640,78,90.0%,https://s.click.aliexpress.com/e/_c3DosGYD,,,,,,
1005008680499566,https://ae-pic-a1.aliexpress-media.com/kf/S517f9fe842984a858c04198edd4074e6X.jpg,,3 Layer Heavy Duty Metal Phone Case For Samsung Z Fold 7 6 5 Shockproof Aluminium Silicone Cover With Stand PET Screen Soft Film,UGX 65899,UGX 46127,30%,UGX,7.0,UGX 3229,7.0,UGX 3229,15,96.0%,https://s.click.aliexpress.com/e/_c3NPvT5P,,,,,,
1005008543573045,https://ae-pic-a1.aliexpress-media.com/kf/S66f87b23168b488fb3ebfe1b3c35abd73.jpg,,Anti-Shock Protective Phone Case for Samsung Galaxy S23 FE S24 S25 S26 Ultra S22 Plus A17 A56 A36 A16 A06 A15 A54 Holder Cover,UGX 35692,UGX 35692,0%,UGX,7.0,UGX 2498,7.0,UGX 2498,2109,95.2%,https://s.click.aliexpress.com/e/_c3YK6SEd,,,,,,
1005002978438281,https://ae-pic-a1.aliexpress-media.com/kf/Sd336d89dfab74d1d87534dc5e3a5ea29D.jpg,,8mm Trendy Natural Tiger Eye Lava Stone Beads Bracelet For Women Men Adjustable Bracelets Yoga Healing Counple Jewelry New Gifts,UGX 19746,UGX 19746,0%,UGX,7.0,UGX 1382,7.0,UGX 1382,75,98.2%,https://s.click.aliexpress.com/e/_c4KY08l3,,,,,,
1005010560410098,https://ae-pic-a1.aliexpress-media.com/kf/Sc702faa080ba44c18144b825d9d25da2U.jpg,,Male Supplement with Ashwagandha and Maca To support Male Libido and Promote Healthy Capsules,UGX 72600,UGX 32672,55%,UGX,8.0,UGX 2614,7.0,UGX 2287,425,93.2%,https://s.click.aliexpress.com/e/_c2QxsbQZ,,,,,,
1005008485368281,https://ae-pic-a1.aliexpress-media.com/kf/Sb8a0afbb22464847a607793e7cf3b92fw.jpg,,8 in1 USB C HUB 3.0 Type C Splitter 4K Docking Station Laptop Adapter PD SD TF For Macbook Air M1 iPad Pro RJ45 HDMI-Compatible,UGX 84491,UGX 36279,57%,UGX,3.0,UGX 1088,3.0,UGX 1088,1966,91.2%,https://s.click.aliexpress.com/e/_c32UOXcV,,,,,,
1005006953782246,https://ae-pic-a1.aliexpress-media.com/kf/S0c07cd0a13b5477a8f006babb3bdb03dE.jpg,,Black Swimming Fins Paddling Palm Children Adult Freestyle Paddling Training Fins Professional Swimming Equipment Palm,UGX 72154,UGX 31749,56%,UGX,7.0,UGX 2222,7.0,UGX 2222,137,92.3%,https://s.click.aliexpress.com/e/_c4ClthPL,,,,,,
1005007436373927,https://ae-pic-a1.aliexpress-media.com/kf/Sce38ead21d504a09b0acb87dc5251653Z.jpg,,3Meters Strong Double Sided Adhesive Tape With High Viscosity For Automotive Use High Temperature Resistant Fixed Adhesive Patch,UGX 37183,UGX 18178,51%,UGX,7.0,UGX 1272,7.0,UGX 1272,9624,94.8%,https://s.click.aliexpress.com/e/_c30eFa2z,,,,,,
1005007469872293,https://ae-pic-a1.aliexpress-media.com/kf/S19de961a2e8a4e038ae52a0d6e3279d2d.jpg,,"Men's High-Quality Belt 110cm 120cm 130cm Luxury Belt, Black Men's Automatic Buckle Jeans Men's Belt Suit Belt",UGX 82950,UGX 41103,50%,UGX,18.0,UGX 7399,18.0,UGX 7399,26972,93.2%,https://s.click.aliexpress.com/e/_c3Z0qLG5,,,,,,
1005007520581589,https://ae-pic-a1.aliexpress-media.com/kf/S148d0f03152140609c01691dc4a6feccy.jpg,,3.2M Bath Caulk Tape Self Adhesive PVC Oil-Proof Kitchen Sink Edge Corner Wall Sticker Waterproof Toilet Sealing Strip Tape,UGX 50841,UGX 25420,50%,UGX,7.0,UGX 1779,7.0,UGX 1779,43506,92.9%,https://s.click.aliexpress.com/e/_c3Y8kHI1,,,,,,
1005007301482277,https://ae-pic-a1.aliexpress-media.com/kf/S47d712fbf4a7434288ee6fd420a8f20b9.jpg,,Vintage Men Quartz Watch Luxury Brand Auto Calendar Specific Lines Stainless Steel Strap Wristwatch For Mans Analog,UGX 86007,UGX 43003,50%,UGX,7.0,UGX 3010,7.0,UGX 3010,483,87.9%,https://s.click.aliexpress.com/e/_c4BdeoCv,,,,,,
1005009466876241,https://ae-pic-a1.aliexpress-media.com/kf/Sf41a33b722c9453ebcab7a33a6f30f30M.jpg,,Electric Ultrasonic Toothbrush Six Speed Mode Home Soft Hair USB Charging Waterproof Adult Tooth Cleaner Automatic Couple Set-,UGX 63949,UGX 28813,54%,UGX,7.0,UGX 2017,7.0,UGX 2017,21598,87.7%,https://s.click.aliexpress.com/e/_c4mIyvfT,,,,,,
1005008105797936,https://ae-pic-a1.aliexpress-media.com/kf/S6d716917da5e431dac55467ab82b96b2s.png,,Dent Puller Pull Bodywork Panel Remover Sucker Tool Car Repair Sucker ToolSuction Cup Suitable For Small Dents,UGX 42050,UGX 20860,50%,UGX,7.0,UGX 1460,7.0,UGX 1460,52330,85.7%,https://s.click.aliexpress.com/e/_c4sZxwrJ,,,,,,
1005007260137775,https://ae-pic-a1.aliexpress-media.com/kf/S43688128ccb04bb29560701d6603c2b7E.jpg,,58PCS Vintage Heart Snake Butterfly Rings Set for Women Fashion Metal Gold Plated Geometric Hollow Finger Ring Jewelry Gifts New,UGX 30862,UGX 15431,50%,UGX,7.0,UGX 1080,7.0,UGX 1080,9177,86.2%,https://s.click.aliexpress.com/e/_c4ci4hBj,,,,,,
1005005767699028,https://ae-pic-a1.aliexpress-media.com/kf/S8e0831338ea7448aa9db86b12dc7b181p.jpg,,Comfort EVA Protect Wrist Mouse Pad Soft Sponge Mouse Pad Computer Game Convenient Mouse Pad Cute Desk Accessories Gaming,UGX 36706,UGX 17609,52%,UGX,7.0,UGX 1233,7.0,UGX 1233,6645,85.4%,https://s.click.aliexpress.com/e/_c3Fq4yqd,,,,,,
1005007159751888,https://ae-pic-a1.aliexpress-media.com/kf/S152b58df52bf4a829c02e2f29c6a5762q.png,,6pcs/Set Hair Brush Set Hairdressing Spray Bottle Hair Braiding Loop Rat Tail Comb Teasing Hair Brsuh Edge Control Hair Brush,UGX 75174,UGX 36059,52%,UGX,7.0,UGX 2524,7.0,UGX 2524,19218,95.8%,https://s.click.aliexpress.com/e/_c398dIxn,,,,,,
1005005820431298,https://ae-pic-a1.aliexpress-media.com/kf/S75a38a401a004bcca5b7aa9370e4cc5fA.jpg,,AOEDEJ 10Pcs/Lot Gold Color 16/18G Stainless Steel Labret Lip Stud Set 2/3/4/5/6MM CZ Crystal Helix Cartilage Tragus Piercings,UGX 32263,UGX 31850,1%,UGX,8.0,UGX 2548,7.0,UGX 2230,289,98.5%,https://s.click.aliexpress.com/e/_c3PcXdP7,,,,,,
1005007316282301,https://ae-pic-a1.aliexpress-media.com/kf/S1ef483cc4413461384e55edb00f94f931.png,,24 Pcs Vintage Silver Color Y2K Pearl Earrings for Women Geometry Round Circle Square Hoop Earring Set Fashion Female Jewelry,UGX 53715,UGX 26404,50%,UGX,7.0,UGX 1848,7.0,UGX 1848,1908,94.2%,https://s.click.aliexpress.com/e/_c38FRUMt,,,,,,
1005007560073407,https://ae-pic-a1.aliexpress-media.com/kf/S41ad255b76bd42b5bc8acf3ca185cd9ec.jpg,,2pcs/set Men Business Watches Fashion Arabic Dial Steel Band Male's Quartz Watch Set (Without Box）,UGX 102074,UGX 50016,51%,UGX,7.0,UGX 3501,7.0,UGX 3501,4149,85.7%,https://s.click.aliexpress.com/e/_c2yGdRsd,,,,,,
1005009793849981,https://ae-pic-a1.aliexpress-media.com/kf/S68e3c67c7fc546cf80cc614e29eeb8039.jpg,,Photochromic Anti Blue Light Outdoor Sports Cycling Ultra Light High-definition Color Changing Myopia Glasses 0 -0.5 -0.75 -1.25,UGX 28132,UGX 25736,8%,UGX,18.0,UGX 4632,18.0,UGX 4632,5186,88.8%,https://s.click.aliexpress.com/e/_c3kpv641,,,,,,
1005006591134817,https://ae-pic-a1.aliexpress-media.com/kf/Sde9d5f07a8294baeb434a60039f72beb1.jpg,,Lazy Hydroponic Flower Pot Automatic Water-Absorbing Flowerpot Transparent Double Layer Plastic Self Watering Planter Office,UGX 49961,UGX 22915,54%,UGX,9.0,UGX 2062,9.0,UGX 2062,3039,87.6%,https://s.click.aliexpress.com/e/_c4dJQ6id,,,,,,
1005009191717482,https://ae-pic-a1.aliexpress-media.com/kf/Sa6aa05acb3a340f2abb09aa5b75e7b00N.jpg,,"Collagen Peptides - Nourishes The Skin, Slows Down Aging, Promotes Healthy Hair, Strong Nails, and Improves Intestinal Digestion",UGX 58826,UGX 24992,57%,UGX,8.0,UGX 1999,7.0,UGX 1749,401,89.6%,https://s.click.aliexpress.com/e/_c3UPYYQ5,,,,,,
1005006562271252,https://ae-pic-a1.aliexpress-media.com/kf/S07cb69afd11d4847a543d4eb301d8f7a5.jpg,,E27 Fan Shape Foldable 28W LED Bulb AC220V/110V Deformation for Home Ceiling Lights Warehouse and Garage White Light 6500K Bulb,UGX 56429,UGX 25586,54%,UGX,7.0,UGX 1791,7.0,UGX 1791,9175,89.5%,https://s.click.aliexpress.com/e/_c4qIyZMz,,,,,,
1005005935668474,https://ae-pic-a1.aliexpress-media.com/kf/Sc92e4608cbb54eedb08d797814fc45b3b.png,https://video.aliexpress-media.com/play/u/ae_sg_item/2677155470/p/1/e/6/t/10301/1100171266258.mp4,Universal Torx Wrench Adjustable Torque 8-22mm Ratchet Spanner for Bicycle Motorcycle Car Repair Tools Mechanical Tool,UGX 55549,UGX 25709,53%,UGX,7.0,UGX 1800,7.0,UGX 1800,7302,96.4%,https://s.click.aliexpress.com/e/_c4kgyVuV,,,,,,
1005009504710603,https://ae-pic-a1.aliexpress-media.com/kf/S4a2c359ff16d4de19e9801c83ff1d575p.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/251214151/p/1/e/6/t/10301/4000293588174.mp4,New White Ghost Head Skull Mask Halloween Horror Gold and Silver Mask Horror Smiley Cold Light Sticker Line Mask,UGX 12802,UGX 10608,17%,UGX,7.0,UGX 743,7.0,UGX 743,6,90.0%,https://s.click.aliexpress.com/e/_c35fpI7P,,,,,,
1005006096635311,https://ae-pic-a1.aliexpress-media.com/kf/Sdeef406dc36740ee95925fa60d644d6aJ.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/252659722/p/1/e/6/t/10301/1100186274403.mp4,Male Pants Stretch Solid Black Smart Casual Men's Trousers Office Quick Dry Suit Pants New Spring Autumn Korean Straight Pants,UGX 156339,UGX 74539,52%,UGX,9.0,UGX 6709,9.0,UGX 6709,2843,88.0%,https://s.click.aliexpress.com/e/_c3VV4S6V,,,,,,
1005006894201255,https://ae-pic-a1.aliexpress-media.com/kf/S1381430d3858440f8bf9bc7a325dd727F.jpg,,Mini Electric Drill USB Wireless Mini Handheld Drill Rotary Tool Woodworking Engraving Pen Dremel Tools for Jewelry Metal Glass,UGX 98980,UGX 46433,53%,UGX,7.0,UGX 3250,7.0,UGX 3250,15063,93.4%,https://s.click.aliexpress.com/e/_c4sos34V,,,,,,
1005007683640638,https://ae-pic-a1.aliexpress-media.com/kf/S8466dcb262e841e09a3d79e37c26205b1.jpg,,1/4Pcs 5ml Perfume Atomizer Portable Liquid Container for Cosmetics Traveling Mini Aluminum Spray Empty Refillable Bottle,UGX 33894,UGX 14881,56%,UGX,7.0,UGX 1042,7.0,UGX 1042,64592,93.6%,https://s.click.aliexpress.com/e/_c3nW5EYv,,,,,,
1005006271646741,https://ae-pic-a1.aliexpress-media.com/kf/Sb94ac584df2b4e198fe5ccf6f82ed026O.png,,TrackerKing G109 GPS Tracker For Motorcycle 2G Anti-Lost Car Rastreador Real Time Tracking Device Locator Positioner for Bike,UGX 98088,UGX 40154,59%,UGX,7.0,UGX 2811,7.0,UGX 2811,98,98.8%,https://s.click.aliexpress.com/e/_c3pg5beh,,,,,,
1005007844051537,https://ae-pic-a1.aliexpress-media.com/kf/Sbf7d8aa91a034a419881e60e61f96319O.jpg,,"3Pairs Classic Round Zirconia Stud Earrings For Women, Stainless Steel Women's Cartilage, Tragus, Lobe, Daith Piercing Jewelry",UGX 39922,UGX 17497,56%,UGX,7.0,UGX 1225,7.0,UGX 1225,2329,94.8%,https://s.click.aliexpress.com/e/_c3xprdvn,,,,,,
1005010366639167,https://ae-pic-a1.aliexpress-media.com/kf/S1abafa75c57147b885b7bf8e49ab645b3.jpg,,High Voltage AC Power Cable 2 4 6 8 10 12 14 16 18 AWG Silicone Electrical Wire Heat-Resistant Copper Cord For Battery Inverter,UGX 19032,UGX 16868,11%,UGX,7.0,UGX 1181,7.0,UGX 1181,1022,93.1%,https://s.click.aliexpress.com/e/_c4ryYTDn,,,,,,
1005008384948883,https://ae-pic-a1.aliexpress-media.com/kf/Se682a12598df47a6aaa460a5a065bd83H.jpg,,Slide Camera Lens Protection Case For Samsung S26 S25 Ultra S24 S23 FE S22 S21 Note 20 Plus A56 A36 A16 A55 A15 Shockproof Cover,UGX 29884,UGX 27176,9%,UGX,7.0,UGX 1902,7.0,UGX 1902,668,94.4%,https://s.click.aliexpress.com/e/_c2RtI15n,,,,,,
1005008918435579,https://ae-pic-a1.aliexpress-media.com/kf/S96a3d39ab4c64e80bd7682d8b097c08aA.png,,"Clear Plastic Cable Clips - Transparent Wire Organizers for Wall & Desk Cable Management, Adhesive Cord Holders",UGX 44471,UGX 19723,55%,UGX,7.0,UGX 1381,7.0,UGX 1381,26738,94.7%,https://s.click.aliexpress.com/e/_c3xQYDrj,,,,,,
1005007987105535,https://ae-pic-a1.aliexpress-media.com/kf/S2a59f35a1f6a4fc29166ef4043b6dcc4E.jpg,,"Multiple Collagen Complex - Types I, II, III, V, and X - Hair, Skin, Nail, Bones, Joint Health Support",UGX 62665,UGX 26760,57%,UGX,8.0,UGX 2141,7.0,UGX 1873,449,91.7%,https://s.click.aliexpress.com/e/_c3UofSxn,,,,,,
1005006622023518,https://ae-pic-a1.aliexpress-media.com/kf/S6867854d79754c27bdd318c6e9028b15C.jpg,,T9 Hair Clipper Repair Beard Shaving Body Hair Trimmer Clippers Electric Machine Men Haircut Machine 0mm Barber Shaver,UGX 63399,UGX 29634,53%,UGX,7.0,UGX 2074,7.0,UGX 2074,28098,88.3%,https://s.click.aliexpress.com/e/_c4pvhOlT,,,,,,
1005006240628114,https://ae-pic-a1.aliexpress-media.com/kf/S1970a38d5f0b45ed88a654761236fa3b0.jpg,,3-17mm8-22mm Universal Torx Wrench Adjustable Multifunction Wrench Board Double-head Multipurpose Torx Spanner Repair Hand Tools,UGX 43639,UGX 19753,54%,UGX,7.0,UGX 1383,7.0,UGX 1383,4343,92.2%,https://s.click.aliexpress.com/e/_c3pfZdYN,,,,,,
1005006086452269,https://ae-pic-a1.aliexpress-media.com/kf/Sf28d9a68aedc49e7b0fc187e795215967.jpg,,Screen Protector for Apple Watch 7 6 SE 5 9 8 4 3 2 40MM 41MM 42MM 44MM 45MM 38MM Ceramic Film for IWatch Ultra 2 49MM Not Glass,UGX 31608,UGX 13738,56%,UGX,7.0,UGX 962,7.0,UGX 962,5787,87.2%,https://s.click.aliexpress.com/e/_c3e01CzF,,,,,,
1005008997812518,https://ae-pic-a1.aliexpress-media.com/kf/S60b403c9f8724f52a5f4dcc88bca797bb.jpg,,Simplicity Stretch Rubber Hair Ties for Women High elasticity Fashion Girl Head Rope Scrunchie Hair Accessories,UGX 33552,UGX 14710,56%,UGX,18.0,UGX 2648,18.0,UGX 2648,11467,96.1%,https://s.click.aliexpress.com/e/_c4B3vEaz,,,,,,
1005007103255563,https://ae-pic-a1.aliexpress-media.com/kf/S1de83ec886604e1288d5dcb5ac8e3610w.jpg,,Vintage Harajuku Button T Shirt Casual Summer Short Sleeve Cotton Linen Solid Loose Blouse Elegant Oversize Tee Shirt Streetwear,UGX 116209,UGX 56039,51%,UGX,9.0,UGX 5044,9.0,UGX 5044,302,93.1%,https://s.click.aliexpress.com/e/_c42cUxDf,,,,,,
1005006852279045,https://ae-pic-a1.aliexpress-media.com/kf/S0e5ce74dacd745e18ec68479c0a378a4b.jpg,,L-6L Women Large Bra Push Up Ice Silk Seamless upper Bralette Lace Wireless Summer Bras Plus Size Top Lingerie Underwear 15019,UGX 53128,UGX 23434,55%,UGX,7.0,UGX 1640,7.0,UGX 1640,2880,81.4%,https://s.click.aliexpress.com/e/_c4sUSo93,,,,,,
1005007769090554,https://ae-pic-a1.aliexpress-media.com/kf/S597952b7320a46959d0d595eda55be46l.jpg,,"Aluminum Car Pedal Cover Set  Automatic Transmission & Gas Foot Covers in Red Silvery, Blue - Stylish Auto Interior Accessories",UGX 81349,UGX 38609,52%,UGX,7.0,UGX 2703,7.0,UGX 2703,6930,83.1%,https://s.click.aliexpress.com/e/_c3qF6p0d,,,,,,
1005008323008233,https://ae-pic-a1.aliexpress-media.com/kf/S770c78f1a15d40f197331a86c2d07f8a7.jpg,,Unique 3D Crystal Ball Night Light Led Lamp Bedside Table Glowing Galaxy Lamp Saturn Planets Moon Children Birthday Gift Toy 5cm,UGX 105180,UGX 50524,51%,UGX,7.0,UGX 3537,7.0,UGX 3537,7032,91.7%,https://s.click.aliexpress.com/e/_c4TzdLYd,,,,,,
1005010032731265,https://ae-pic-a1.aliexpress-media.com/kf/Sd50f1e128df44b9ab9126e53ab1648a2i.jpg,,"34-Page Reusable Children's Practice Book Set with Erasable Pen - Early Learning of Writing and Drawing Skills, Educational Books for Pen Control Training, Innovative Learning - Perfect Choice for Christmas and Birthday Gifts",UGX 66223,UGX 31045,53%,UGX,7.0,UGX 2173,7.0,UGX 2173,14509,95.2%,https://s.click.aliexpress.com/e/_c3tYlp45,,,,,,
1005006760193805,https://ae-pic-a1.aliexpress-media.com/kf/Sacbb27c652034842acd3ed0303a8e576D.jpeg,,Men Summer Swimwear Swim Briefs Low Waist Bikini Beachwear Surf Board Shorts Sleepwear Undies Swimming Beach,UGX 47387,UGX 45321,4%,UGX,7.0,UGX 3172,7.0,UGX 3172,16,94.3%,https://s.click.aliexpress.com/e/_c44MBQAd,,,,,,
1005007700973951,https://ae-pic-a1.aliexpress-media.com/kf/Sb64593760b3242bdb7bf79739d88e406d.jpg,,Twisted Wide Headbands for Women Extra Large Turban Workout Headband Fashion Yoga Hair Bands Boho Twisted Thick Hair Accessories,UGX 45901,UGX 20426,55%,UGX,18.0,UGX 3677,18.0,UGX 3677,308,94.4%,https://s.click.aliexpress.com/e/_c3Y6GwxJ,,,,,,
